"location","day_of_year","year_offset","variable","value","unit","source"
"{""lat"":0.0044,""lon"":-0.0037}",278,-1,"temperature","283.2635","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0044,""lon"":-0.0037}",278,-2,"temperature","315.6070","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0044,""lon"":-0.0037}",278,-3,"temperature","291.7237","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0044,""lon"":-0.0037}",278,-4,"temperature","304.9362","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0044,""lon"":-0.0037}",278,-5,"temperature","306.1984","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0044,""lon"":-0.0037}",278,-6,"temperature","300.6197","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0044,""lon"":-0.0037}",278,-7,"temperature","273.7648","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0044,""lon"":-0.0037}",278,-8,"temperature","309.1898","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0044,""lon"":-0.0037}",278,-9,"temperature","310.6857","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0044,""lon"":-0.0037}",278,-10,"temperature","307.3073","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0044,""lon"":-0.0037}",278,-1,"precipitation","1.5037","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0044,""lon"":-0.0037}",278,-2,"precipitation","9.0796","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0044,""lon"":-0.0037}",278,-3,"precipitation","5.7834","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0044,""lon"":-0.0037}",278,-4,"precipitation","2.9163","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0044,""lon"":-0.0037}",278,-5,"precipitation","0.7210","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0044,""lon"":-0.0037}",278,-6,"precipitation","8.3135","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0044,""lon"":-0.0037}",278,-7,"precipitation","8.7085","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0044,""lon"":-0.0037}",278,-8,"precipitation","3.6246","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0044,""lon"":-0.0037}",278,-9,"precipitation","7.3153","mm/hr","Giovanni_TRMM_Dataset"
