"location","day_of_year","year_offset","variable","value","unit","source"
"{""lat"":25.6440845,""lon"":85.906508}",278,-1,"temperature","281.3674","K","GES_DISC_Dataset_XYZ"
"{""lat"":25.6440845,""lon"":85.906508}",278,-2,"temperature","302.9960","K","GES_DISC_Dataset_XYZ"
"{""lat"":25.6440845,""lon"":85.906508}",278,-3,"temperature","321.4057","K","GES_DISC_Dataset_XYZ"
"{""lat"":25.6440845,""lon"":85.906508}",278,-4,"temperature","322.1174","K","GES_DISC_Dataset_XYZ"
"{""lat"":25.6440845,""lon"":85.906508}",278,-5,"temperature","280.2428","K","GES_DISC_Dataset_XYZ"
"{""lat"":25.6440845,""lon"":85.906508}",278,-6,"temperature","314.2226","K","GES_DISC_Dataset_XYZ"
"{""lat"":25.6440845,""lon"":85.906508}",278,-7,"temperature","301.0532","K","GES_DISC_Dataset_XYZ"
"{""lat"":25.6440845,""lon"":85.906508}",278,-8,"temperature","282.2521","K","GES_DISC_Dataset_XYZ"
"{""lat"":25.6440845,""lon"":85.906508}",278,-9,"temperature","288.9600","K","GES_DISC_Dataset_XYZ"
"{""lat"":25.6440845,""lon"":85.906508}",278,-10,"temperature","318.2609","K","GES_DISC_Dataset_XYZ"
"{""lat"":25.6440845,""lon"":85.906508}",278,-1,"precipitation","6.1741","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":25.6440845,""lon"":85.906508}",278,-2,"precipitation","8.5788","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":25.6440845,""lon"":85.906508}",278,-3,"precipitation","4.4519","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":25.6440845,""lon"":85.906508}",278,-4,"precipitation","6.1708","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":25.6440845,""lon"":85.906508}",278,-5,"precipitation","0.8766","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":25.6440845,""lon"":85.906508}",278,-6,"precipitation","4.9320","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":25.6440845,""lon"":85.906508}",278,-7,"precipitation","8.5440","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":25.6440845,""lon"":85.906508}",278,-8,"precipitation","4.9604","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":25.6440845,""lon"":85.906508}",278,-9,"precipitation","7.4441","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":25.6440845,""lon"":85.906508}",278,-10,"precipitation","8.0178","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":25.6440845,""lon"":85.906508}",278,-1,"windspeed","6.4347","m/s","Worldview_Dataset_ABC"
"{""lat"":25.6440845,""lon"":85.906508}",278,-2,"windspeed","5.1861","m/s","Worldview_Dataset_ABC"
"{""lat"":25.6440845,""lon"":85.906508}",278,-3,"windspeed","6.6618","m/s","Worldview_Dataset_ABC"
"{""lat"":25.6440845,""lon"":85.906508}",278,-4,"windspeed","2.2657","m/s","Worldview_Dataset_ABC"
"{""lat"":25.6440845,""lon"":85.906508}",278,-5,"windspeed","5.7709","m/s","Worldview_Dataset_ABC"
"{""lat"":25.6440845,""lon"":85.906508}",278,-6,"windspeed","2.7364","m/s","Worldview_Dataset_ABC"
"{""lat"":25.6440845,""lon"":85.906508}",278,-7,"windspeed","4.3169","m/s","Worldview_Dataset_ABC"
"{""lat"":25.6440845,""lon"":85.906508}",278,-8,"windspeed","3.1912","m/s","Worldview_Dataset_ABC"
"{""lat"":25.6440845,""lon"":85.906508}",278,-9,"windspeed","5.4493","m/s","Worldview_Dataset_ABC"
"{""lat"":25.6440845,""lon"":85.906508}",278,-10,"windspeed","1.1352","m/s","Worldview_Dataset_ABC"
"{""lat"":25.6440845,""lon"":85.906508}",278,-1,"relative_humidity","65.4483","%","MODIS_Atmosphere_Data"
