"location","day_of_year","year_offset","variable","value","unit","source"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-1,"temperature","281.6832","K","GES_DISC_Dataset_XYZ"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-2,"temperature","318.1767","K","GES_DISC_Dataset_XYZ"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-3,"temperature","284.5810","K","GES_DISC_Dataset_XYZ"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-4,"temperature","313.1246","K","GES_DISC_Dataset_XYZ"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-5,"temperature","316.0480","K","GES_DISC_Dataset_XYZ"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-6,"temperature","308.5099","K","GES_DISC_Dataset_XYZ"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-7,"temperature","280.3315","K","GES_DISC_Dataset_XYZ"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-8,"temperature","279.5332","K","GES_DISC_Dataset_XYZ"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-9,"temperature","273.2974","K","GES_DISC_Dataset_XYZ"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-10,"temperature","282.3704","K","GES_DISC_Dataset_XYZ"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-1,"precipitation","6.7407","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-2,"precipitation","8.6568","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-3,"precipitation","2.2685","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-4,"precipitation","6.6050","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-5,"precipitation","10.2363","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-6,"precipitation","6.0689","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-7,"precipitation","7.4453","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-8,"precipitation","6.4366","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-9,"precipitation","8.9493","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-10,"precipitation","10.2661","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-1,"windspeed","1.0934","m/s","Worldview_Dataset_ABC"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-2,"windspeed","2.4797","m/s","Worldview_Dataset_ABC"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-3,"windspeed","1.3645","m/s","Worldview_Dataset_ABC"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-4,"windspeed","1.9143","m/s","Worldview_Dataset_ABC"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-5,"windspeed","3.2691","m/s","Worldview_Dataset_ABC"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-6,"windspeed","7.0916","m/s","Worldview_Dataset_ABC"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-7,"windspeed","5.6367","m/s","Worldview_Dataset_ABC"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-8,"windspeed","3.2979","m/s","Worldview_Dataset_ABC"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-9,"windspeed","8.7935","m/s","Worldview_Dataset_ABC"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-10,"windspeed","7.9260","m/s","Worldview_Dataset_ABC"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-1,"solar_radiation","0.5842","unitless","CERES_SYN_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-2,"solar_radiation","0.5873","unitless","CERES_SYN_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-3,"solar_radiation","0.7911","unitless","CERES_SYN_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-4,"solar_radiation","0.6748","unitless","CERES_SYN_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-5,"solar_radiation","0.7415","unitless","CERES_SYN_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-6,"solar_radiation","0.6764","unitless","CERES_SYN_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-7,"solar_radiation","0.5513","unitless","CERES_SYN_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-8,"solar_radiation","0.7191","unitless","CERES_SYN_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-9,"solar_radiation","0.7119","unitless","CERES_SYN_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-10,"solar_radiation","0.4193","unitless","CERES_SYN_Dataset"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-1,"relative_humidity","21.9543","%","MODIS_Atmosphere_Data"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-2,"relative_humidity","70.7173","%","MODIS_Atmosphere_Data"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-3,"relative_humidity","35.7208","%","MODIS_Atmosphere_Data"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-4,"relative_humidity","68.1771","%","MODIS_Atmosphere_Data"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-5,"relative_humidity","50.6156","%","MODIS_Atmosphere_Data"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-6,"relative_humidity","35.0706","%","MODIS_Atmosphere_Data"
"{""lat"":29.94398907482211,""lon"":77.53516258027805}",132,-7,"relative_humidity","22.8915","%","MODIS_Atmosphere_Data"
