"location","day_of_year","year_offset","variable","value","unit","source"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-1,"temperature","318.8838","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-2,"temperature","283.7860","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-3,"temperature","285.1647","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-4,"temperature","296.2865","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-5,"temperature","302.1167","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-6,"temperature","279.7699","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-7,"temperature","303.9586","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-8,"temperature","278.2527","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-9,"temperature","299.4727","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-10,"temperature","301.9935","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-1,"precipitation","3.2543","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-2,"precipitation","6.4360","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-3,"precipitation","6.8371","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-4,"precipitation","4.9583","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-5,"precipitation","6.8506","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-6,"precipitation","1.3990","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-7,"precipitation","4.0640","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-8,"precipitation","5.7253","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-9,"precipitation","10.0343","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-10,"precipitation","9.8957","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-1,"windspeed","1.2662","m/s","Worldview_Dataset_ABC"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-2,"windspeed","6.6783","m/s","Worldview_Dataset_ABC"
