"location","day_of_year","year_offset","variable","value","unit","source"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-1,"temperature","318.9261","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-2,"temperature","316.6933","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-3,"temperature","275.2450","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-4,"temperature","296.3997","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-5,"temperature","310.5068","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-6,"temperature","283.6989","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-7,"temperature","281.9002","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-8,"temperature","303.1732","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-9,"temperature","283.4537","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-10,"temperature","296.7503","K","GES_DISC_Dataset_XYZ"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-1,"precipitation","7.3282","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-2,"precipitation","8.8552","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-3,"precipitation","0.5051","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-4,"precipitation","10.1356","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-5,"precipitation","2.5422","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-6,"precipitation","0.8345","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-7,"precipitation","8.0573","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-8,"precipitation","6.2560","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-9,"precipitation","2.7566","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-10,"precipitation","0.5481","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-1,"windspeed","0.5593","m/s","Worldview_Dataset_ABC"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-2,"windspeed","2.7982","m/s","Worldview_Dataset_ABC"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-3,"windspeed","8.1547","m/s","Worldview_Dataset_ABC"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-4,"windspeed","2.8310","m/s","Worldview_Dataset_ABC"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-5,"windspeed","1.7154","m/s","Worldview_Dataset_ABC"
"{""lat"":28.6328027,""lon"":77.2197713}",132,-6,"windspeed","7.5499","m/s","Worldview_Dataset_ABC"
