"location","day_of_year","year_offset","variable","value","unit","source"
"{""lat"":34.0522,""lon"":-118.2437}",1,-1,"temperature","291.1577","K","GES_DISC_Dataset_XYZ"
"{""lat"":34.0522,""lon"":-118.2437}",1,-2,"temperature","286.6826","K","GES_DISC_Dataset_XYZ"
"{""lat"":34.0522,""lon"":-118.2437}",1,-3,"temperature","311.1852","K","GES_DISC_Dataset_XYZ"
"{""lat"":34.0522,""lon"":-118.2437}",1,-4,"temperature","302.1322","K","GES_DISC_Dataset_XYZ"
"{""lat"":34.0522,""lon"":-118.2437}",1,-5,"temperature","314.7290","K","GES_DISC_Dataset_XYZ"
"{""lat"":34.0522,""lon"":-118.2437}",1,-6,"temperature","314.7696","K","GES_DISC_Dataset_XYZ"
"{""lat"":34.0522,""lon"":-118.2437}",1,-7,"temperature","275.7358","K","GES_DISC_Dataset_XYZ"
"{""lat"":34.0522,""lon"":-118.2437}",1,-8,"temperature","309.1937","K","GES_DISC_Dataset_XYZ"
"{""lat"":34.0522,""lon"":-118.2437}",1,-9,"temperature","310.1959","K","GES_DISC_Dataset_XYZ"
"{""lat"":34.0522,""lon"":-118.2437}",1,-10,"temperature","280.2183","K","GES_DISC_Dataset_XYZ"
"{""lat"":34.0522,""lon"":-118.2437}",1,-1,"precipitation","7.8658","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":34.0522,""lon"":-118.2437}",1,-2,"precipitation","5.2178","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":34.0522,""lon"":-118.2437}",1,-3,"precipitation","3.3161","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":34.0522,""lon"":-118.2437}",1,-4,"precipitation","3.2128","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":34.0522,""lon"":-118.2437}",1,-5,"precipitation","5.4042","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":34.0522,""lon"":-118.2437}",1,-6,"precipitation","2.4486","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":34.0522,""lon"":-118.2437}",1,-7,"precipitation","4.3897","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":34.0522,""lon"":-118.2437}",1,-8,"precipitation","9.5159","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":34.0522,""lon"":-118.2437}",1,-9,"precipitation","2.6423","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":34.0522,""lon"":-118.2437}",1,-10,"precipitation","6.2662","mm/hr","Giovanni_TRMM_Dataset"
