"location","day_of_year","year_offset","variable","value","unit","source"
"{""lat"":0.0011,""lon"":-0.0013}",278,-1,"temperature","289.6967","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0011,""lon"":-0.0013}",278,-2,"temperature","321.5321","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0011,""lon"":-0.0013}",278,-3,"temperature","293.4992","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0011,""lon"":-0.0013}",278,-4,"temperature","308.4020","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0011,""lon"":-0.0013}",278,-5,"temperature","318.8979","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0011,""lon"":-0.0013}",278,-6,"temperature","308.4148","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0011,""lon"":-0.0013}",278,-7,"temperature","281.5315","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0011,""lon"":-0.0013}",278,-8,"temperature","301.9420","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0011,""lon"":-0.0013}",278,-9,"temperature","278.9226","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0011,""lon"":-0.0013}",278,-10,"temperature","279.6952","K","GES_DISC_Dataset_XYZ"
"{""lat"":0.0011,""lon"":-0.0013}",278,-1,"precipitation","7.2500","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-2,"precipitation","0.9628","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-3,"precipitation","2.1493","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-4,"precipitation","10.2870","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-5,"precipitation","7.5736","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-6,"precipitation","7.3555","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-7,"precipitation","10.3105","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-8,"precipitation","8.3482","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-9,"precipitation","4.7772","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-10,"precipitation","0.7224","mm/hr","Giovanni_TRMM_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-1,"windspeed","9.8669","m/s","Worldview_Dataset_ABC"
"{""lat"":0.0011,""lon"":-0.0013}",278,-2,"windspeed","9.4840","m/s","Worldview_Dataset_ABC"
"{""lat"":0.0011,""lon"":-0.0013}",278,-3,"windspeed","1.3711","m/s","Worldview_Dataset_ABC"
"{""lat"":0.0011,""lon"":-0.0013}",278,-4,"windspeed","1.6167","m/s","Worldview_Dataset_ABC"
"{""lat"":0.0011,""lon"":-0.0013}",278,-5,"windspeed","2.3885","m/s","Worldview_Dataset_ABC"
"{""lat"":0.0011,""lon"":-0.0013}",278,-6,"windspeed","3.5790","m/s","Worldview_Dataset_ABC"
"{""lat"":0.0011,""lon"":-0.0013}",278,-7,"windspeed","2.3102","m/s","Worldview_Dataset_ABC"
"{""lat"":0.0011,""lon"":-0.0013}",278,-8,"windspeed","5.5357","m/s","Worldview_Dataset_ABC"
"{""lat"":0.0011,""lon"":-0.0013}",278,-9,"windspeed","10.0078","m/s","Worldview_Dataset_ABC"
"{""lat"":0.0011,""lon"":-0.0013}",278,-10,"windspeed","8.5778","m/s","Worldview_Dataset_ABC"
"{""lat"":0.0011,""lon"":-0.0013}",278,-1,"relative_humidity","74.1524","%","MODIS_Atmosphere_Data"
"{""lat"":0.0011,""lon"":-0.0013}",278,-2,"relative_humidity","36.5945","%","MODIS_Atmosphere_Data"
"{""lat"":0.0011,""lon"":-0.0013}",278,-3,"relative_humidity","35.4649","%","MODIS_Atmosphere_Data"
"{""lat"":0.0011,""lon"":-0.0013}",278,-4,"relative_humidity","40.6684","%","MODIS_Atmosphere_Data"
"{""lat"":0.0011,""lon"":-0.0013}",278,-5,"relative_humidity","68.6170","%","MODIS_Atmosphere_Data"
"{""lat"":0.0011,""lon"":-0.0013}",278,-6,"relative_humidity","43.7568","%","MODIS_Atmosphere_Data"
"{""lat"":0.0011,""lon"":-0.0013}",278,-7,"relative_humidity","54.8533","%","MODIS_Atmosphere_Data"
"{""lat"":0.0011,""lon"":-0.0013}",278,-8,"relative_humidity","58.2177","%","MODIS_Atmosphere_Data"
"{""lat"":0.0011,""lon"":-0.0013}",278,-9,"relative_humidity","44.5033","%","MODIS_Atmosphere_Data"
"{""lat"":0.0011,""lon"":-0.0013}",278,-10,"relative_humidity","39.7138","%","MODIS_Atmosphere_Data"
"{""lat"":0.0011,""lon"":-0.0013}",278,-1,"solar_insolation","610.8694","W/m^2","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-2,"solar_insolation","525.6595","W/m^2","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-3,"solar_insolation","406.4123","W/m^2","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-4,"solar_insolation","690.2469","W/m^2","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-5,"solar_insolation","219.5391","W/m^2","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-6,"solar_insolation","622.4070","W/m^2","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-7,"solar_insolation","248.2591","W/m^2","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-8,"solar_insolation","550.4556","W/m^2","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-9,"solar_insolation","449.3687","W/m^2","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-10,"solar_insolation","371.3286","W/m^2","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-1,"solar_radiation","0.7221","unitless","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-2,"solar_radiation","0.7527","unitless","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-3,"solar_radiation","0.6227","unitless","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-4,"solar_radiation","0.3008","unitless","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-5,"solar_radiation","0.7062","unitless","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-6,"solar_radiation","0.3660","unitless","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-7,"solar_radiation","0.3840","unitless","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-8,"solar_radiation","0.4630","unitless","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-9,"solar_radiation","0.5622","unitless","CERES_SYN_Dataset"
"{""lat"":0.0011,""lon"":-0.0013}",278,-10,"solar_radiation","0.4211","unitless","CERES_SYN_Dataset"
